idx,elevation,slope,aspect,tri,ndvi_min,ndvi_median,ndvi_mean,ndvi_max,evi_min,evi_median,evi_mean,evi_max,ndwi_min,ndwi_median,ndwi_mean,ndwi_max,prec_min,prec_median,prec_mean,prec_max,prec_sum,lst_min,lst_median,lst_mean,lst_max,is_fire
36,1476.0,89.99929809570312,110.6298828125,,0.4821988037596127,0.5366303854875283,0.5493996641380752,0.7413622902270484,0.22762297471781415,0.2773930440135426,0.2820197744291224,0.34046987495263353,0.04461942257217848,0.08811005568293484,0.0753027233444462,0.09414004654114656,0.0,0.0,0.6131101725052814,19.62535858154297,30.04239845275879,283.68,300.12,298.64409090909095,305.46,True
37,932.0,89.99806213378906,52.4314079284668,,0.43180349062702,0.4955473849690678,0.5607706099529968,0.8436724565756824,0.1803760518581149,0.23055301720428933,0.23864410797073696,0.2851169664419854,0.020468453260181443,0.020468453260181443,0.020468453260181443,0.020468453260181443,0.0,0.0,0.6902099980248345,8.040310859680176,18.635669946670532,286.94,296.7,296.30555555555554,306.04,True
40,1856.0,89.99940490722656,135.37693786621094,,-0.0034020155337312866,0.37519693900517664,0.30678201362751734,0.55619295958279,-0.021177974906097536,0.2064476131432116,0.1773619378818179,0.3322429906542056,-0.10597204574332908,0.07907293796864348,0.07737760526257582,0.22305389221556882,0.0,0.0,1.3994217250082228,26.859142303466797,50.37918210029602,282.22,294.16,293.09090909090907,301.78000000000003,True
41,1773.0,89.99886322021484,35.53767776489258,,0.019333096842852112,0.7133891446288122,0.6344534130046885,0.7734375,0.07097457627118643,0.25680382371427923,0.2645538744686038,0.40682281059063136,0.18383311603650587,0.23602771362586608,0.2507447824914387,0.3719892952720784,0.0,0.0,0.7465907400780982,13.059062957763672,67.93975734710693,281.94,293.2,292.94313725490196,300.74,True
38,1898.0,89.99945068359375,334.2076721191406,,0.03918918918918919,0.6040691091598079,0.5811943950574254,0.8129973474801061,0.06628571428571431,0.21253339810541655,0.21138465632092981,0.2954455159461119,-0.0039980009995002255,0.11078470759297741,0.13737334702727405,0.3598585322723253,0.0,0.0,0.5610745817750364,12.183735847473145,51.05778694152832,283.98,295.86,294.99,305.04,True
39,273.0,89.98499298095703,225.0,,0.07356554415377946,0.4111987898926778,0.3729940573416204,0.5303152789005658,0.17978425888933275,0.24800908058118248,0.2414128246954157,0.3177935687625611,-0.13987878787878788,-0.053848927405311914,-0.05204540487194294,0.05251141552511417,0.0,0.0,0.7406900102441961,10.633736610412598,40.737950563430786,286.76,302.95,302.41684210526313,312.66,True
42,202.0,89.98199462890625,278.1300964355469,,,,,,,,,,,,,,0.0,0.0,0.9602220853597954,18.850387573242188,55.69288095086813,,,,,True
43,972.0,89.99899291992188,132.4266357421875,,-0.021470746108427287,0.4951696455892674,0.38895330633321473,0.7081899518238127,-0.1762502753910558,0.22622234917290412,0.18932869180543185,0.34122850529100524,0.0258891846116622,0.06251869578223153,0.0931474992193922,0.430505149583129,0.0,0.0,0.6658194623094924,15.240190505981445,31.293514728546143,288.82,298.47,298.535294117647,309.3,True
44,957.0,89.99918365478516,343.1949768066406,,0.2370273794002607,0.5038663703390129,0.4938665488813026,0.5934833204034135,0.15262314613204062,0.22288130054893895,0.22577479657728294,0.3052454975005136,-0.006993006993007017,0.08219484882418815,0.09541730348534909,0.24850042844901454,0.0,0.0,0.4075862025166606,7.5387797355651855,37.09034442901611,,,,,True
45,217.0,89.99210357666016,262.875,,0.25605214152700184,0.34607945662636075,0.3370786436121151,0.4001035196687371,0.20038275357424287,0.2385186823456912,0.24043896474878176,0.28433574072950174,-0.5609081292212549,-0.24169929968051307,-0.24169929968051307,0.07750952986022873,0.0,0.0,0.0,0.0,0.0,302.12,305.12,305.0177777777778,307.88,True
46,220.0,89.96817016601562,0.0,,0.5362887406826206,0.5362887406826206,0.5362887406826206,0.5362887406826206,0.2670652131442191,0.2670652131442191,0.2670652131442191,0.2670652131442191,,,,,0.0,0.0,0.6613346030203144,11.26037311553955,58.85877966880798,287.74,297.82,298.45966101694916,309.84000000000003,True
47,300.0,89.98328399658203,156.80140686035156,,0.2811918063314712,0.3883772829622216,0.3626396071370672,0.4016248675379724,0.16658086342575568,0.22190996555949355,0.21803478488587802,0.25119705340699816,-0.09485714285714282,-0.03564055807688869,-0.015057418710366616,0.10590858416945374,0.0,0.0,1.3189390967873966,22.421964645385742,22.421964645385742,299.92,309.18,308.64545454545447,317.12,True
48,1460.0,89.99861907958984,167.47119140625,,-0.0202702702702703,0.531648688634083,0.4889936231218024,0.8349381017881705,-0.22551008232907782,0.2646392142047601,0.22987011800428875,0.3899583950356111,-0.04375151075658691,0.16817036313582756,0.17187695862907834,0.4134302955283924,0.0,0.0,0.5837992547632573,9.472744941711426,53.12573218345642,288.98,292.79,292.3925,295.72,True
49,476.0,89.99931335449219,48.05869674682617,,-0.003245132301547668,0.44256120527306975,0.38341157090179273,0.5387647831800262,-0.02328080229226354,0.1671207644192026,0.14990979293940987,0.21775996300007713,-0.08403055656602393,0.007275666936135834,0.09214211339548349,0.38405545927209706,0.0,0.0,0.27701680695832664,14.67860221862793,18.560126066207886,287.8,298.99,298.4485714285714,310.02,True
50,1152.0,89.99751281738281,342.9794921875,,0.013725053787373003,0.43072505384063176,0.35159543068243115,0.5628912919749575,0.0578558919189394,0.21136435692394406,0.21397764023314927,0.29666919959473154,0.0023923444976076767,0.04786394601589178,0.1347629114705237,0.5513192429893632,0.0,0.0,1.1890160547835487,28.490886688232422,66.58489906787872,288.22,300.17,299.90250000000003,309.82,True
51,2223.0,89.9995346069336,162.35894775390625,,-0.022613065326633156,0.5430424607344763,0.3943168822418733,0.715099715099715,-0.1886040642847661,0.20221335200676407,0.12567766612439252,0.341747117189595,0.2246781637114404,0.24972926142516783,0.25654498336962045,0.2952275249722531,0.0,0.0,0.6073624666999368,20.65032386779785,20.65032386779785,277.86,282.09000000000003,283.2183333333333,291.98,True
54,1860.0,89.99927520751953,193.09188842773438,,,,,,,,,,,,,,0.0,0.0,0.3857224120034112,23.347393035888672,27.772013664245605,,,,,True
55,225.0,89.9859390258789,6.3401947021484375,,,,,,,,,,,,,,0.0,0.0,0.4319952608464838,29.996585845947266,39.31156873703003,,,,,True
52,1052.0,89.99911499023438,125.35195922851562,,0.3732686980609419,0.5582475285006394,0.5567750387736692,0.6561790463833929,0.19606416645447602,0.276019726638426,0.2890961797624049,0.3948534363591253,0.0875216637781629,0.15596748240419495,0.15087981082158541,0.2145610278372591,0.0,0.0,0.5146284898122152,15.366828918457031,35.50936579704285,287.08,299.58,298.7577777777778,306.76,True
53,273.0,89.95498657226562,45.0,,,,,,,,,,,,,,0.0,0.0,2.0397047201792398,13.521759986877441,24.47645664215088,287.38,296.64,295.79714285714283,299.74,True
56,2457.0,89.9996109008789,44.25914764404297,,,,,,,,,,,,,,0.0,0.0,0.40805817672184536,8.053998947143555,28.564072370529175,,,,,True
57,201.0,89.990234375,57.52880859375,,,,,,,,,,,,,,0.0,0.0,0.9795854805331481,13.1649169921875,37.22424826025963,,,,,True
58,1582.0,89.99913024902344,251.31808471679688,,0.042009951872093956,0.48763600395647877,0.4212195036055191,0.6782149148561362,0.1437102355173568,0.20225055142248305,0.2299415705579477,0.3271976833205738,-0.12948328267477205,0.0199139132266404,0.06551952105821207,0.4391377067459579,0.0,0.0,1.0449620144707816,24.544219970703125,36.573670506477356,296.8,304.3,304.10838709677427,313.7,True
59,198.0,89.98883056640625,164.744873046875,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,True
60,1284.0,89.99907684326172,10.823013305664062,,0.0953291450423382,0.6092857142857142,0.548886635050711,0.7290419161676647,0.1676756029595465,0.26918345030290347,0.26661036998789767,0.3515737799595726,0.07773188133683809,0.24142596803797223,0.22734467207145162,0.34950584007187785,0.0,0.0,0.652214066012875,10.47192668914795,59.35148000717163,286.64,297.71000000000004,297.3868571428572,308.42,True
61,199.0,89.95498657226562,315.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,True
64,195.0,89.98883056640625,307.875,,,,,,,,,,,,,,0.0,0.0,0.254442087454871,17.172870635986328,17.81094612184097,,,,,True
